作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度,total_line_count,line_p90_count,句级p90互文密度_每千句,样本规模标记,部类高值密度_每千句,部类占诗人高值比例,诗人内部类高值排名
李白,舂,2,0.78167,0.78167,杂歌谣辞。箜篌谣,汉谣一斗粟,斗粟,漢文殺淮南王人歌曰：一斗粟尚可舂，兄弟二人不相容。,0.78167,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,12.0
李白,死,2,0.771154,0.771154,杂曲歌辞。悲歌,死生一度人皆有,死生有命,,0.771154,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,13.0
李白,書,2,0.769788,0.769788,杂曲歌辞。悲歌,书能知姓名,記姓名,《漢書》項羽少時，學書不成。乃曰：「書足記姓名而已。」,0.769788,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,14.0
李白,致仕,2,0.766278,0.766278,杂曲歌辞。悲歌,功成名遂身自退,功成名遂身退，天之道,,0.766278,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,15.0
李白,虎,2,0.765892,0.765892,相和歌辞。猛虎行,朝作猛虎行,猛虎行,《文．陸機〈猛虎行〉》：「渴不飲盜泉水，熱不息惡水陰。,0.765892,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,16.0
李白,宮殿,2,0.758462,0.758462,乐府杂曲。鼓吹曲辞。上之回,三十六离宫,便殿,離宫,0.758462,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,17.0
李白,兄弟,2,0.742253,0.742253,相和歌辞。上留田,尺布之谣,旣彰尋斧之醜,豈慙尺布之謡,0.742253,15477,71,4.587452348646379,大样本,0.12922400982102475,0.028169014084507043,18.0
白居易,性情,4,0.844809,0.8155295,截树,人各有偏好,人各有心,,0.844809,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,2.0
白居易,言語,4,0.830862,0.769054,访陶公旧宅,口终不能言,似不能言,,0.830862,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,3.0
白居易,食,4,0.805846,0.7690095,官俸初罢，亲故见忧，以诗谕之,未至食藜藿,藜藿,《七發》曰：予甘藜藿，未暇此食。,0.805846,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,4.0
白居易,仙,4,0.790618,0.7694115,感事,常期生羽翼,生羽翼,,0.790618,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,5.0
白居易,杯,4,0.771274,0.75375724,秋池独泛,手中持酒卮,卮酒,何武賜何，壽兄卮酒。,0.771274,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,6.0
白居易,命運,4,0.76972,0.75370824,偶然二首,毕竟不能知所以,不知所以然而然,,0.76972,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,7.0
白居易,弔,4,0.759523,0.75087726,续古诗十首,不知姓与名,不知名,《漢》：龔勝死，有父老弔之，甚哀曰：「膏以明自煎，龔生竟夭天年。人莫知其名也。」,0.759523,33303,161,4.834399303366062,大样本,0.12010929946251088,0.024844720496894408,8.0
杜甫,勤學,2,0.848644,0.80734205,壮游,欲罢不能忘,欲罷不能,,0.848644,19576,47,2.40089906007356,大样本,0.1021659174499387,0.0425531914893617,1.0
杜甫,龍,2,0.810553,0.8046495,上韦左相二十韵（见素）,岂是池中物,非池中物,《吳志》：龍非池中物，雨必飛去。,0.810553,19576,47,2.40089906007356,大样本,0.1021659174499387,0.0425531914893617,2.0
杜甫,神異,2,0.79238,0.776231,遣兴五首,嵇康不得死,嵇康受廣陵散,嵇康夜宿華亭，彈琴。夜半有客詣之。共談音律，辭致清辯。謂《廣陵散》，調絕倫，遂授康。仍誓不得傳，康撰高士傳，云云。,0.79238,19576,47,2.40089906007356,大样本,0.1021659174499387,0.0425531914893617,3.0
杜甫,徵聘,2,0.789149,0.76778,遣兴五首,膏以明自煎,以明自煎,龔勝被王莽徵，不食而死，有老父來弔，甚哀曰：「膏以明自煎龔生，競夭天年，非吾徒也。遂出，不知其姓名。,0.789149,19576,47,2.40089906007356,大样本,0.1021659174499387,0.0425531914893617,4.0
杜甫,死,2,0.769671,0.75831854,怀旧,便有死生分,死生有命,,0.769671,19576,47,2.40089906007356,大样本,0.1021659174499387,0.0425531914893617,5.0
白居易,直,3,0.925862,0.80435103,三谣。朱藤谣,直如朱绳,直如朱絲繩,,0.925862,33303,161,4.834399303366062,大样本,0.09008197459688316,0.018633540372670808,9.0
白居易,堂,3,0.80189,0.77234,饱食闲坐,闲坐不下堂,不下堂,天子不下堂而見諸侯。,0.80189,33303,161,4.834399303366062,大样本,0.09008197459688316,0.018633540372670808,10.0
白居易,酒,3,0.787113,0.7738387,不能忘情吟,我姑酌彼金罍,酌彼金罍,《詩》,0.787113,33303,161,4.834399303366062,大样本,0.09008197459688316,0.018633540372670808,11.0
白居易,露,3,0.776567,0.770189,和答诗十首。和松树,八月白露降,立秋後五日白露降,,0.776567,33303,161,4.834399303366062,大样本,0.09008197459688316,0.018633540372670808,12.0
白居易,裘,3,0.766973,0.7560584,游悟真寺诗（一百三十韵）,犹得三十年,三十年,晏子一狐裘三十年，晏子焉知禮？言太儉也。,0.766973,33303,161,4.834399303366062,大样本,0.09008197459688316,0.018633540372670808,13.0
元稹,致仕,1,0.859346,0.859346,望云骓马歌,功成事遂身退天之道,功成名遂身退，天之道,,0.859346,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,3.0
元稹,劍,1,0.815678,0.815678,说剑,剑可剸犀兕,剸犀,,0.815678,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,4.0
元稹,拜揖,1,0.813781,0.813781,庙之神,复再拜而再祝,再拜,,0.813781,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,5.0
元稹,土功,1,0.81274,0.81274,赛神,主人不堪命,人不堪命,,0.81274,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,6.0
元稹,養生,1,0.798938,0.798938,有鸟二十章（庚寅）,啄腐吞腥笑雕鹗,啄腐吞腥,,0.798938,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,7.0
元稹,羊,1,0.795999,0.795999,江边四十韵（此后并江陵时作）,豺狼逐野麃,豺狼逐,《漢書》：譬如使豺狼逐群羊，無畏驅羊攻虎。,0.795999,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,8.0
元稹,仙,1,0.795482,0.795482,江陵三梦,纵我生羽翼,生羽翼,,0.795482,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,9.0
元稹,酒,1,0.791403,0.791403,寄刘颇二首,平生嗜酒颠狂甚,酒狂,蓋寛饒曰：無多酌我，我則酒狂。,0.791403,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,10.0
元稹,河南尹,1,0.788821,0.788821,忆云之,各在四方表,四方表則,《晉》：庾純，字謀甫，為河南尹，為四方之表則。,0.788821,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,11.0
元稹,勤官,1,0.774518,0.774518,旱灾自咎，贻七县宰同州时,竭力不敢惮,不敢怠遑,,0.774518,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,12.0
元稹,長大人,1,0.766907,0.766907,青云驿,下有千仞谿,千仞,《楚詞》曰：「東方長人千仞，唯䰟是索。」,0.766907,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,13.0
元稹,扇,1,0.761708,0.761708,酬孝甫见赠十首（各酬本意，次用旧韵）,雉尾扇开朝日出,雉尾扇,又曰：殷高宗有雉雊之徵服，章多用翟羽。故有雉尾扇。周制：以為王后夫人車服。輦車有翣，即緝雉羽以為扇。,0.761708,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,14.0
元稹,寒食,1,0.759257,0.759257,连昌宫词,初过寒食一百六,一月寒食,《後漢》周舉遷并州刺史，太原舊俗，以介子推焚骸一月，斷火舉移書於子推廟。云寒食一月，老小不堪，今則三日而巳。,0.759257,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,15.0
元稹,才不稱職,1,0.757925,0.757925,有酒十章,位者不逮其德耶,雖有其位茍無其德則素餐也,,0.757925,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,16.0
元稹,桑,1,0.753344,0.753344,茅舍,奔走伐桑柘,無伐桑柘,,0.753344,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,17.0
元稹,直,1,0.749734,0.749734,感梦（梦故兵部裴尚书相公）,好直者皆是,可謂直矣,,0.749734,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,18.0
元稹,清亷,1,0.749719,0.749719,遣春三首,杨公三不惑,楊秉三不惑：,酒色財也為兖豫州刺史計日受俸,0.749719,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,19.0
元稹,禱祀,1,0.746553,0.746553,庙之神,神不福人耶,神不享矣,,0.746553,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,20.0
元稹,射,1,0.742264,0.742264,箭镞,不射人不安,射不主皮,,0.742264,11812,24,2.031832035218422,大样本,0.08465966813410092,0.041666666666666664,21.0
李白,吏隱,1,0.847301,0.847301,赠瑕丘王少府,来作南昌尉,南昌尉,梅福子真為南昌尉，時人謂之神仙之吏。,0.847301,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,19.0
李白,射,1,0.833703,0.833703,经乱离后天恩流夜郎忆旧游书怀赠江夏韦太守良宰,安得羿善射,羿善射不得其死焉,,0.833703,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,20.0
李白,戲謔,1,0.826365,0.826365,见野草中有曰白头翁者,亦有白头翁,白頭翁,吳諸葛恪侍權坐，有白頭烏集殿前。恪曰：白頭翁。張昭年老，疑恪戱之。因曰：「恪欺陛下，未有鳥名，白頭翁。請覔白頭母。」恪曰：「鳥有鸎母，請覔鸎父。」相弄謔如此。有司俱不罪。張昭有悟於聴聞。,0.826365,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,21.0
李白,舟,1,0.810559,0.810559,越中秋怀,亦可乘扁舟,扁舟,句踐既滅吳，范蠡乘扁舟泛五湖。,0.810559,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,22.0
李白,扇,1,0.810172,0.810172,夏日山中,懒摇白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.810172,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,23.0
李白,霧,1,0.809511,0.809511,赠韦秘书子春二首,披云睹青天,睹青天,徐幹《中論》曰：「文王遇姜公於渭陽，執竿而釣，文王得之，若披雲見日月，如開霧睹青天。」,0.809511,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,24.0
李白,乞師,1,0.808931,0.808931,酬裴侍御对雨感时见赠,申包哭秦庭,哭秦庭,《左傳》：吳入楚，楚申包胥詣秦，乞師，立依庭牆而哭，日夜不絕音，水漿不入口。七日而得兵。,0.808931,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,25.0
李白,口齒,1,0.804346,0.804346,笑歌行（以下二首，苏轼云是伪作）,张仪所以只掉三寸舌,張儀掉三寸舌。,,0.804346,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,26.0
李白,隠逸,1,0.786152,0.786152,之广陵宿常二南郭幽居,有如桃花源,避秦,桃源。,0.786152,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,27.0
李白,冰,1,0.786147,0.786147,秋日炼药院镊白发，赠元六兄林宗,瓶冰知天寒,瓶中冰,《淮南子》曰：「見一葉之落，知歲之將暮，睹瓶中之冰，知天下之寒，以近論遠。」,0.786147,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,28.0
李白,衣服,1,0.785909,0.785909,秋浦歌十七首,泪满黑貂裘,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,0.785909,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,29.0
李白,河,1,0.784045,0.784045,西岳云台歌，送丹丘子,千年一清圣人在,見一清於千年,《運命論》曰：「黃河清，聖人出。」《拾遺記》曰：「河千年一清，聖王之大瑞。」,0.784045,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,30.0
李白,刺史,1,0.781554,0.781554,感时留别从兄徐王延年、从弟延陵,出入畏人知,畏人知,《晉》：胡質為荊州，子威自京師省父，辭歸洛陽。父賜絹一匹威跪問曰：「安得此絹？」質曰：「吾俸料之餘。」後威為徐州，帝問曰：「卿清何如父？」對曰：「臣不如父，臣清畏人不知，父清畏人知。,0.781554,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,31.0
李白,規誨,1,0.779712,0.779712,别韦少府,赠我以微言,贈人以言,《史》：孔子去周，老子送之曰：「仁者贈人以言，夫聰明深察，近於死者議人也。博辨宏達危身也。」,0.779712,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,32.0
李白,食,1,0.779194,0.779194,玉真公主别馆苦雨，赠卫尉张卿二首,藜藿不满眼,藜藿,《七發》曰：予甘藜藿，未暇此食。,0.779194,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,33.0
李白,圖畫,1,0.774623,0.774623,王右军,笔精妙入神,手擇,筆精。,0.774623,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,34.0
李白,猿,1,0.774224,0.774224,古风,棘刺造沐猴,造棘剌,《韓子》：燕王好微巧，衛人曰：「臣能於棘剌之端，造沐猴。及成其術乃逃。,0.774224,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,35.0
李白,杯,1,0.771847,0.771847,游泰山六首（天宝元年四月从故御道上泰山）,遗我流霞杯,流霞一杯,《論衡》曰：「須曼都好道，去家三年而反。」曰：仙人將上天，飲我流霞一杯，數月不飢。,0.771847,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,36.0
李白,矢,1,0.771427,0.771427,酬裴侍御对雨感时见赠,颇似今之人,今人,以指夾舞之是也。,0.771427,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,37.0
李白,怨棄,1,0.767008,0.767008,雪谗诗赠友人,不我遐弃,不我遐棄。,《詩》,0.767008,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,38.0
李白,宅,1,0.761558,0.761558,玩月金陵城西孙楚酒楼达曙歌吹日晚乘醉…访崔四侍御,疑是王子猷,王子猷,《世說》：王子猷每假人宅，必種竹，人詰之曰：「不可一日無此君。,0.761558,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,39.0
李白,弔,1,0.756214,0.756214,自溧水道哭王炎三首,吊死不及哀,弔生不及哀,,0.756214,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,40.0
李白,九月九日,1,0.756146,0.756146,九月十日即事,昨日登高罢,登高,《續齊諧記》：汝南桓景隨費長房遊學，長房謂曰：「九月九日，汝家當有災異，急令家人縫絳囊，盛茱萸，繫臂上，登高飲菊花酒，此禍乃消，景從其言，還家登山，夕還見雞犬，一時暴死。今人九月九日登高是其事。,0.756146,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,41.0
李白,相思,1,0.754745,0.754745,淮南卧病书怀，寄蜀中赵征君蕤,故人不可见,我思故人,,0.754745,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,42.0
李白,書信,1,0.754708,0.754708,感兴六首,何如投水中,投水,殷羨、洪喬為豫章太守，都下士人。因其致書者，百餘函，行次石頭皆投水中，曰：「沉者自沉，浮者自浮。」殷羨不為致書郵也。,0.754708,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,43.0
李白,别,1,0.754606,0.754606,送殷淑三首,相看不忍别,攀桃李兮不忍别,,0.754606,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,44.0
李白,金,1,0.753744,0.753744,书怀赠南陵常赞府,不如一盘粟,如粟,《後漢》：張奐為安定屬，國人遺金以酒酹，曰：「使金如粟，不以入懷。,0.753744,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,45.0
李白,鳥,1,0.748317,0.748317,下泾县陵阳溪至涩滩,侧足不容舠,側足,,0.748317,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,46.0
李白,崑崙山,1,0.747777,0.747777,上清宝鼎诗（前见《东观馀论》，后见《王直方诗话》）,奄有仙人房,仙人居,《葛仙公傳》：崑崙山一曰玄圃臺，一曰積瑤房，一曰閬風臺，一曰華蓋，一曰天柱，皆仙人所居。,0.747777,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,47.0
李白,淫亂,1,0.7473,0.7473,登梅冈望金陵，赠族侄高座寺僧中孚,奔走相驰突,相奔,男女不待時而相奔。,0.7473,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,48.0
李白,裘,1,0.745157,0.745157,相和歌辞。白头吟二首,鷫鸘裘在锦屏上,錦衣以裼之,《記》曰：「君衣狐白裘，錦衣以裼之。注云：君衣白裘以素錦為衣，袒而有衣曰裼。,0.745157,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,49.0
李白,松柏,1,0.744889,0.744889,登梅冈望金陵，赠族侄高座寺僧中孚,草木不剪伐,草不植,松柏之下草不植。,0.744889,15477,71,4.587452348646379,大样本,0.06461200491051237,0.014084507042253521,50.0
白居易,致仕,2,0.89608,0.8273115,秦中吟十首。不致仕（一作合致仕）,七十而致仕,七十致仕,還君事也。,0.89608,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,14.0
白居易,竊盜,2,0.870539,0.8550525,和答诗十首。答箭镞,盗心憎主人,盜憎主人,,0.870539,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,15.0
白居易,相思,2,0.827696,0.786633,长斋月满寄思黯,一日不见如三月,一日不見。,如三月兮，如三秋兮。,0.827696,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,16.0
白居易,道士,2,0.82539,0.79328203,酬赵秀才赠新登科诸先辈,君看名在丹台者,名在丹臺,紫陽真人，周季通入蒙山，遇羨門子。再拜乞長生訣，羨門子曰：「名在丹臺、玉室中，何憂不仙？,0.82539,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,17.0
白居易,賢,2,0.813438,0.804793,早夏游宴,已动蒲葵扇,蒲葵扇,謝安風流，時多愛慕故人，罷中宿縣，還有蒲葵扇五萬，安取中者題之，京師慕效，競市價數倍。,0.813438,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,18.0
白居易,示信,2,0.807212,0.776092,寓意诗五首,何以示诚信,示人以信,,0.807212,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,19.0
白居易,龍,2,0.788855,0.780018,咏兴五首。四月池水满,只是池中物,非池中物,《吳志》：龍非池中物，雨必飛去。,0.788855,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,20.0
白居易,讓功,2,0.784755,0.7694615,齿落辞,功成者去,功成不居,,0.784755,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,21.0
白居易,天,2,0.771589,0.765745,新沐浴,孰知其所由,焉知,裨灶焉知天道。,0.771589,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,22.0
白居易,冨,2,0.771511,0.7596725,和微之诗二十三首。和栉沐寄道友,但且知止足,知足,知止。,0.771511,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,23.0
白居易,拜揖,2,0.770675,0.760471,贺雨,稽首再三拜,大夫稽首再拜君答拜之,《禮》無不答,0.770675,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,24.0
白居易,未能為政,2,0.770248,0.767178,谕怀,止遏不能得,不能者止。,,0.770248,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,25.0
白居易,百工,2,0.767787,0.767787,相和歌辞。反白头吟,则人有所惩,物勒其名,必遵賞罰。,0.767787,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,26.0
白居易,師,2,0.767488,0.7567775,池上篇,皆吾所好,從吾所好,既多知十之賢**：博我以文，必重在三之義。,0.767488,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,27.0
白居易,父子,2,0.758663,0.75501096,谕友,不系才不才,才不才,亦各言其子也。,0.758663,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,28.0
白居易,射,2,0.752084,0.74819505,池畔二首,此意人不知,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,0.752084,33303,161,4.834399303366062,大样本,0.06005464973125544,0.012422360248447204,29.0
杜甫,知人,1,0.886258,0.886258,送高三十五书记,人实不易知,人不易知，,,0.886258,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,6.0
杜甫,過禮,1,0.882687,0.882687,病橘,虽多亦奚为,雖多奚以為,,0.882687,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,7.0
杜甫,衣服,1,0.846075,0.846075,奉送王信州崟北归,寒腻黑貂裘,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,0.846075,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,8.0
杜甫,扇,1,0.84457,0.84457,八哀诗。故司徒李公光弼,平生白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.84457,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,9.0
杜甫,改制灋令,1,0.832576,0.832576,述古三首,秦时任商鞅,自敝。,商鞅。,0.832576,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,10.0
杜甫,美婦人,1,0.822086,0.822086,佳人,绝代有佳人,絶代,李延年歌曰：北方有佳人，絶代而獨立。一顧傾人城，再顧傾人國。,0.822086,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,11.0
杜甫,致仕,1,0.819828,0.819828,遣兴五首,上疏乞骸骨,乞骸骨,,0.819828,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,12.0
杜甫,灰,1,0.81869,0.81869,秋日荆南述怀三十韵,冥心若死灰,心若死灰,《莊子》。,0.81869,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,13.0
杜甫,裘,1,0.816814,0.816814,奉送魏六丈佑少府之交广,季子黑貂敝,黑貂敝,《史記》：蘇秦說相李兌，兌遺之以黑貂裘。蘇秦游秦，秦不能用，於是貂裘敝。,0.816814,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,14.0
杜甫,貴,1,0.813231,0.813231,盐井（盐井在成州长道县，有盐官故城）,君子慎止足,止足,《史》：蔡澤曰：「吳君白起、越大夫種，功成不去禍，至范蠡知止，足超然避世。長為陶，朱公孰見與禍至，忍不能離，疑不能決云云。應侯曰：「吾聞欲而不知止，則失其所欲也。」,0.813231,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,15.0
杜甫,渭,1,0.812589,0.812589,阆州东楼筵，奉送十一舅往青城县，得昏字,今我送舅氏,送舅,《詩》：我送舅氏，曰至渭陽。,0.812589,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,16.0
杜甫,案,1,0.812357,0.812357,又示宗武,试吟青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.812357,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,17.0
杜甫,勇,1,0.799052,0.799052,舟中苦热遣怀，奉呈阳中丞通简台省诸公,吾非丈夫特,非夫,非丈夫也,0.799052,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,18.0
杜甫,義,1,0.797966,0.797966,丹青引，赠曹将军霸,富贵于我如浮云,不義,而富，且貴於我如浮雲。,0.797966,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,19.0
杜甫,冨,1,0.79682,0.79682,牵牛织女,戒之在至公,戒之在得,,0.79682,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,20.0
杜甫,乞師,1,0.787011,0.787011,秦州见敕目薛三璩授司议郎毕四曜除监察与二…凡三十韵,俱议哭秦庭,哭秦庭,《左傳》：吳入楚，楚申包胥詣秦，乞師，立依庭牆而哭，日夜不絕音，水漿不入口。七日而得兵。,0.787011,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,21.0
杜甫,屋室,1,0.786468,0.786468,自京赴奉先县咏怀五百字,恐触天柱折,天柱折,《列子》曰：「共工氏與顓頊爭帝位，頭觸不周山，崩天柱折。,0.786468,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,22.0
杜甫,河,1,0.783435,0.783435,南征,春岸桃花水,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,0.783435,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,23.0
杜甫,功,1,0.776296,0.776296,往在,相贺以成功,告厥成功,,0.776296,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,24.0
杜甫,行旅,1,0.774635,0.774635,成都府,自古有羁旅,羈旅,《西征賦》云：遠行有羇旅之情,0.774635,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,25.0
杜甫,司天,1,0.772215,0.772215,敬简王明府（甫尝为唐兴县宰王潜作客馆记疑即王明府）,周南太史公,太史,《周官》太史掌建邦之六典。,0.772215,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,26.0
杜甫,羊,1,0.77129,0.77129,日暮,牛羊下来久,日之夕矣牛羊下來,,0.77129,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,27.0
杜甫,射,1,0.770306,0.770306,过南邻朱山人水亭,相过人不知,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,0.770306,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,28.0
杜甫,卜筮,1,0.769074,0.769074,秋日夔府咏怀奉寄郑监李宾客一百韵,卜羡君平杖,君平杖頭,嚴君平賣卜於都市曰得杖頭百錢，即閉肆垂簾。,0.769074,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,29.0
杜甫,君臣,1,0.766271,0.766271,别张十三建封,君臣各有分,知臣莫若君,,0.766271,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,30.0
杜甫,心,1,0.765999,0.765999,催宗文树鸡栅,其气心匪石,我心匪石,不可轉也。,0.765999,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,31.0
杜甫,食,1,0.765887,0.765887,赠李白,蔬食常不饱,不飽,《詩》曰：今也每食無餘。每食不飽。,0.765887,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,32.0
杜甫,儒教,1,0.765134,0.765134,偶题,法自儒家有,儒有忠信以為甲冑；仁義以為干櫓,《禮》。,0.765134,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,33.0
杜甫,秋,1,0.765066,0.765066,秋行官张望督促东渚耗稻向毕清晨遣女奴阿稽竖子…往问,荏苒百工休,百工休,膠漆之作停也。,0.765066,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,34.0
